Type	ID1	ID2	ID3	ID4	ID5	ID6	ID7	ID8	ID9	ID10	ID11	ID12	ID13	ID14	ID15	ID16	ID17	ID18	ID19	ID20	ID21	ID22	ID23
1:Ins:C:5	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
1:Ins:T:0	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
1:Ins:T:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
1:Ins:T:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
1:Ins:T:3	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
1:Ins:T:4	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
1:Ins:T:5	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Del:R:0	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Del:R:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Del:R:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Del:R:3	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Del:R:4	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Del:R:5	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Del:R:0	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Del:R:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Del:R:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Del:R:3	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Del:R:4	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Del:R:5	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Del:R:0	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Del:R:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Del:R:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Del:R:3	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Del:R:4	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Del:R:5	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Del:R:0	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Del:R:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Del:R:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Del:R:3	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Del:R:4	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Del:R:5	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Ins:R:0	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Ins:R:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Ins:R:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Ins:R:3	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Ins:R:4	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Ins:R:5	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Ins:R:0	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Ins:R:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Ins:R:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Ins:R:3	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Ins:R:4	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Ins:R:5	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Ins:R:0	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Ins:R:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Ins:R:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Ins:R:3	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Ins:R:4	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Ins:R:5	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Ins:R:0	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Ins:R:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Ins:R:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Ins:R:3	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Ins:R:4	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Ins:R:5	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
2:Del:M:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Del:M:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
3:Del:M:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Del:M:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Del:M:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
4:Del:M:3	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Del:M:1	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Del:M:2	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
5:Del:M:3	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928	0.0120481928
